등급,어휘,품사,어종,원어,의미,日本語訳,定義,外来語_カタカナ候補,外来語_原語候補,品質フラグ,tags
1등급,같다,형용사,고유어,,"[1]서로 다르지 않고 하나이다.
[2]「1」다른 것과 비교하여 그것과 다르지 않다.
[2]「2」그런 부류에 속한다는 뜻을 나타내는 말.
[3]「1」‘-라면’의 뜻을 나타내는 말.
[3]「2」‘기준에 합당한’의 뜻을 나타내는 말.
[3]「3」‘지금의 마음이나 형편에 따르자면’의 뜻으로 쓰여 실제로는 그렇지 못함을 나타내는 말.
[3]「4」‘그 시간에 벌어진 일이나 상황 따위가 계속된다면’의 뜻으로 쓰여 그러한 상황이 지속되지 않기를 바라는 마음을 나타내는 말.
[3]「5」혼잣말로 남을 욕할 때, 그 말과 다름없다는 뜻을 나타내는 말.
[4]추측, 불확실한 단정을 나타내는 말.",,"[1]서로 다르지 않고 하나이다.
[2]「1」다른 것과 비교하여 그것과 다르지 않다.
[2]「2」그런 부류에 속한다는 뜻을 나타내는 말.
[3]「1」‘-라면’의 뜻을 나타내는 말.
[3]「2」‘기준에 합당한’의 뜻을 나타내는 말.
[3]「3」‘지금의 마음이나 형편에 따르자면’의 뜻으로 쓰여 실제로는 그렇지 못함을 나타내는 말.
[3]「4」‘그 시간에 벌어진 일이나 상황 따위가 계속된다면’의 뜻으로 쓰여 그러한 상황이 지속되지 않기를 바라는 마음을 나타내는 말.
[3]「5」혼잣말로 남을 욕할 때, 그 말과 다름없다는 뜻을 나타내는 말.
[4]추측, 불확실한 단정을 나타내는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,같아지다,동사,고유어,,같게 되다.,,같게 되다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,같이,부사,고유어,,"[Ⅰ]「1」둘 이상의 사람이나 사물이 함께.
[Ⅰ]「2」어떤 상황이나 행동 따위와 다름이 없이.
[Ⅱ]「1」‘앞말이 보이는 전형적인 어떤 특징처럼’의 뜻을 나타내는 격 조사.
[Ⅱ]「2」앞말이 나타내는 그때를 강조하는 격 조사.",,"[Ⅰ]「1」둘 이상의 사람이나 사물이 함께.
[Ⅰ]「2」어떤 상황이나 행동 따위와 다름이 없이.
[Ⅱ]「1」‘앞말이 보이는 전형적인 어떤 특징처럼’의 뜻을 나타내는 격 조사.
[Ⅱ]「2」앞말이 나타내는 그때를 강조하는 격 조사.",,,multi_gloss|native_manual_review|multi_pos|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:multi_pos risk:needs_manual_review
1등급,갚다,동사,고유어,,"「1」남에게 빌리거나 꾼 것을 도로 돌려주다.
「2」남에게 진 신세나 품게 된 원한 따위에 대하여 그에 상당하게 돌려주다.",,"「1」남에게 빌리거나 꾼 것을 도로 돌려주다.
「2」남에게 진 신세나 품게 된 원한 따위에 대하여 그에 상당하게 돌려주다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,개,명사,고유어,,"「1」갯과의 포유류. 가축으로 사람을 잘 따르고 영리하다. 일반적으로 늑대 따위와 비슷하게 생겼으며 날카로운 이빨이 있다. 냄새를 잘 맡으며 귀가 밝아 사냥이나 군용, 맹인 선도와 마약 및 폭약 탐지에 쓰인다. 전 세계에 걸쳐 모양, 크기, 색깔이 다양한 300여 품종이 있다.
「2」행실이 형편없는 사람을 비속하게 이르는 말.
「3」다른 사람의 앞잡이 노릇을 하는 사람을 낮잡아 이르는 말.",,"「1」갯과의 포유류. 가축으로 사람을 잘 따르고 영리하다. 일반적으로 늑대 따위와 비슷하게 생겼으며 날카로운 이빨이 있다. 냄새를 잘 맡으며 귀가 밝아 사냥이나 군용, 맹인 선도와 마약 및 폭약 탐지에 쓰인다. 전 세계에 걸쳐 모양, 크기, 색깔이 다양한 300여 품종이 있다.
「2」행실이 형편없는 사람을 비속하게 이르는 말.
「3」다른 사람의 앞잡이 노릇을 하는 사람을 낮잡아 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,개구리,명사,고유어,,"「1」양서강 개구리목의 동물을 통틀어 이르는 말.
「2」개구릿과의 하나. 몸의 길이는 5~9cm이며 대개 녹색을 띤 갈색에 어두운 갈색이나 검은 무늬가 있다. 머리는 세모지고 등 쪽에는 주름과 혹 같은 돌기가 많으며 배는 희거나 누런색이다. 한국, 몽골, 중국, 일본 등지에 분포한다.",,"「1」양서강 개구리목의 동물을 통틀어 이르는 말.
「2」개구릿과의 하나. 몸의 길이는 5~9cm이며 대개 녹색을 띤 갈색에 어두운 갈색이나 검은 무늬가 있다. 머리는 세모지고 등 쪽에는 주름과 혹 같은 돌기가 많으며 배는 희거나 누런색이다. 한국, 몽골, 중국, 일본 등지에 분포한다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,개굴개굴,부사,고유어,,개구리가 잇따라 우는 소리.,,개구리가 잇따라 우는 소리.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,개나리꽃,명사,고유어,,물푸레나뭇과 개나리의 꽃.,,물푸레나뭇과 개나리의 꽃.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,개다,동사,고유어,,"「1」옷이나 이부자리 따위를 겹치거나 접어서 단정하게 포개다.
「2」손이나 발 따위를 접어 겹치게 하다.",,"「1」옷이나 이부자리 따위를 겹치거나 접어서 단정하게 포개다.
「2」손이나 발 따위를 접어 겹치게 하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,개미,명사,고유어,,"「1」개밋과의 곤충을 통틀어 이르는 말. 몸은 머리, 가슴, 배로 뚜렷이 구분되는데 허리가 가늘다. 대부분 독침이 없고 배 끝에서 폼산을 방출한다. 여왕개미와 수개미는 날개가 있으나 일개미는 없다. 땅속이나 썩은 나무 속에 집을 짓고 사회생활을 한다. 전 세계에 5,000~1만 종이 분포한다.
「2」주식 시장에서 개인적으로 투자하는 사람.",,"「1」개밋과의 곤충을 통틀어 이르는 말. 몸은 머리, 가슴, 배로 뚜렷이 구분되는데 허리가 가늘다. 대부분 독침이 없고 배 끝에서 폼산을 방출한다. 여왕개미와 수개미는 날개가 있으나 일개미는 없다. 땅속이나 썩은 나무 속에 집을 짓고 사회생활을 한다. 전 세계에 5,000~1만 종이 분포한다.
「2」주식 시장에서 개인적으로 투자하는 사람.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,개운하다,형용사,고유어,,"「1」기분이나 몸이 상쾌하고 가뜬하다.
「2」음식의 맛이 산뜻하고 시원하다.
「3」바람 따위가 깨끗하고 맑은 느낌이 있어 상쾌하다.",,"「1」기분이나 몸이 상쾌하고 가뜬하다.
「2」음식의 맛이 산뜻하고 시원하다.
「3」바람 따위가 깨끗하고 맑은 느낌이 있어 상쾌하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,개울,명사,고유어,,골짜기나 들에 흐르는 작은 물줄기.,,골짜기나 들에 흐르는 작은 물줄기.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,갸우뚱하다,동사,고유어,,"[Ⅰ]물체가 한쪽으로 약간 갸울어지다. 또는 그렇게 하다.
[Ⅱ]물체가 한쪽으로 약간 갸울어져 있다.",,"[Ⅰ]물체가 한쪽으로 약간 갸울어지다. 또는 그렇게 하다.
[Ⅱ]물체가 한쪽으로 약간 갸울어져 있다.",,,multi_gloss|native_manual_review|multi_pos|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:multi_pos risk:needs_manual_review
1등급,걔,품사없음,고유어,,‘그 아이’가 줄어든 말.,,‘그 아이’가 줄어든 말.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거,대명사,고유어,,"[Ⅰ]‘것’을 구어적으로 이르는 말. 서술격 조사 ‘이다’가 붙을 때에는 ‘거다’가 되고, 주격 조사 ‘이’나 보격 조사 ‘이’가 붙을 때에는 ‘게’로 형태가 바뀐다.
[Ⅱ]‘그거’의 준말.",,"[Ⅰ]‘것’을 구어적으로 이르는 말. 서술격 조사 ‘이다’가 붙을 때에는 ‘거다’가 되고, 주격 조사 ‘이’나 보격 조사 ‘이’가 붙을 때에는 ‘게’로 형태가 바뀐다.
[Ⅱ]‘그거’의 준말.",,,multi_gloss|native_manual_review|multi_pos|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:multi_pos risk:needs_manual_review
1등급,거기,대명사,고유어,,"「1」듣는 이에게 가까운 곳을 가리키는 지시 대명사.
「2」앞에서 이미 이야기한 곳을 가리키는 지시 대명사.
「3」앞에서 이미 이야기한 대상을 가리키는 지시 대명사.
「4」듣는 이를 조금 낮잡아 이르는 이인칭 대명사.",,"「1」듣는 이에게 가까운 곳을 가리키는 지시 대명사.
「2」앞에서 이미 이야기한 곳을 가리키는 지시 대명사.
「3」앞에서 이미 이야기한 대상을 가리키는 지시 대명사.
「4」듣는 이를 조금 낮잡아 이르는 이인칭 대명사.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거꾸로,부사,고유어,,"차례나 방향, 또는 형편 따위가 반대로 되게. ‘가꾸로’보다 큰 느낌을 준다.",,"차례나 방향, 또는 형편 따위가 반대로 되게. ‘가꾸로’보다 큰 느낌을 준다.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거리,명사,고유어,,사람이나 차가 많이 다니는 길.,,사람이나 차가 많이 다니는 길.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거미,명사,고유어,,"절지동물문 거미강 거미목의 동물을 통틀어 이르는 말. 몸은 머리, 가슴과 배로 구분되며 다리는 네 쌍이고 날개와 더듬이가 없다. 항문 근처에 있는 2~4쌍의 방적돌기에서 진득진득한 실을 뽑아 그물처럼 쳐 놓고 벌레를 잡아먹는다. 전 세계에 약 3만 종이 알려져 있다.",,"절지동물문 거미강 거미목의 동물을 통틀어 이르는 말. 몸은 머리, 가슴과 배로 구분되며 다리는 네 쌍이고 날개와 더듬이가 없다. 항문 근처에 있는 2~4쌍의 방적돌기에서 진득진득한 실을 뽑아 그물처럼 쳐 놓고 벌레를 잡아먹는다. 전 세계에 약 3만 종이 알려져 있다.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거미줄,명사,고유어,,"「1」거미가 뽑아낸 줄. 또는 그 줄로 된 그물.
「2」남을 구속하기 위하여 여러 곳에 마련해 둔 함정 따위의 망을 비유적으로 이르는 말.
「3」온돌을 놓을 때, 구들장과 구들장 사이의 틈을 진흙으로 바른 줄.",,"「1」거미가 뽑아낸 줄. 또는 그 줄로 된 그물.
「2」남을 구속하기 위하여 여러 곳에 마련해 둔 함정 따위의 망을 비유적으로 이르는 말.
「3」온돌을 놓을 때, 구들장과 구들장 사이의 틈을 진흙으로 바른 줄.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거북,명사,고유어,,"파충강 거북목의 동물을 통틀어 이르는 말. 몸은 타원형으로 납작하며 입은 각질이고 이가 없다. 등과 배에 단단한 딱지가 있어 머리와 꼬리, 지느러미 모양의 네발을 그 안으로 움츠릴 수 있다. 물가의 모래땅에 구멍을 파고 알을 낳는데 전 세계에 300여 종이 분포한다.",,"파충강 거북목의 동물을 통틀어 이르는 말. 몸은 타원형으로 납작하며 입은 각질이고 이가 없다. 등과 배에 단단한 딱지가 있어 머리와 꼬리, 지느러미 모양의 네발을 그 안으로 움츠릴 수 있다. 물가의 모래땅에 구멍을 파고 알을 낳는데 전 세계에 300여 종이 분포한다.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거북이,명사,고유어,,‘거북02’을 일상적으로 이르는 말.,,‘거북02’을 일상적으로 이르는 말.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거세다,형용사,고유어,,"「1」사물의 기세 따위가 몹시 거칠고 세차다.
「2」성격 따위가 거칠고 억세다.
「3」목소리가 크고 힘차다.
「4」편안하거나 순탄하지 아니하다.
「5」어떤 세력이나 주장 따위가 크고 강하다.",,"「1」사물의 기세 따위가 몹시 거칠고 세차다.
「2」성격 따위가 거칠고 억세다.
「3」목소리가 크고 힘차다.
「4」편안하거나 순탄하지 아니하다.
「5」어떤 세력이나 주장 따위가 크고 강하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거울,명사,고유어,,"「1」빛의 반사를 이용하여 물체의 모양을 비추어 보는 물건. 옛날에는 구리나 돌을 매끄럽게 갈아서 만들었는데, 지금은 보통 유리 뒤쪽에 아말감을 발라 만든다.
「2」어떤 사실을 그대로 드러내거나 보여 주는 것을 비유적으로 이르는 말.
「3」모범이나 교훈이 될 만한 것.",,"「1」빛의 반사를 이용하여 물체의 모양을 비추어 보는 물건. 옛날에는 구리나 돌을 매끄럽게 갈아서 만들었는데, 지금은 보통 유리 뒤쪽에 아말감을 발라 만든다.
「2」어떤 사실을 그대로 드러내거나 보여 주는 것을 비유적으로 이르는 말.
「3」모범이나 교훈이 될 만한 것.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거의,명사,고유어,,"[Ⅰ]어느 한도에 매우 가까운 정도.
[Ⅱ]어느 한도에 매우 가까운 정도로.",,"[Ⅰ]어느 한도에 매우 가까운 정도.
[Ⅱ]어느 한도에 매우 가까운 정도로.",,,multi_gloss|native_manual_review|multi_pos|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:multi_pos risk:needs_manual_review
1등급,거지,명사,고유어,,"「1」남에게 빌어먹고 사는 사람.
「2」사람을 욕하여 이르는 말.",,"「1」남에게 빌어먹고 사는 사람.
「2」사람을 욕하여 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거짓말,명사,고유어,,"「1」사실이 아닌 것을 사실인 것처럼 꾸며 대어 말을 함. 또는 그런 말.
「2」전과는 아주 딴판임.",,"「1」사실이 아닌 것을 사실인 것처럼 꾸며 대어 말을 함. 또는 그런 말.
「2」전과는 아주 딴판임.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거짓말쟁이,명사,고유어,,거짓말을 잘하는 사람.,,거짓말을 잘하는 사람.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거짓말하다,동사,고유어,,사실이 아닌 것을 사실인 것처럼 꾸며 대어 말하다.,,사실이 아닌 것을 사실인 것처럼 꾸며 대어 말하다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,거칠다,형용사,고유어,,"「1」나무나 살결 따위가 결이 곱지 않고 험하다.
「2」피륙의 올이 성기고 굵다.
「3」일을 하는 태도나 솜씨가 찬찬하거나 야무지지 못하다.
「4」땅이 손질이 제대로 되지 않아 농사짓기에 부적당하고 지저분하다.
「5」행동이나 성격이 사납고 공격적인 면이 있다.
「6」파도나 바람 따위의 기세가 험하고 거세다.
「7」인정이 메마르고 살기에 험악하다.
「8」가루나 알갱이 따위가 굵다.
「9」음식이 맛과 영양이 적고 부드럽지 아니하여 험하다.
「10」말하는 투가 세련되지 못하고 그 내용이 점잖지 못하며 막되다.
「11」글이나 그림이 세련되거나 점잖지 못하고 막되다.
「12」숨소리나 기침 따위가 고르지 않고 세다.
「13」돌 따위가 모가 지고 날카롭다.
「14」육체적인 노동이 많아 힘들다.",,"「1」나무나 살결 따위가 결이 곱지 않고 험하다.
「2」피륙의 올이 성기고 굵다.
「3」일을 하는 태도나 솜씨가 찬찬하거나 야무지지 못하다.
「4」땅이 손질이 제대로 되지 않아 농사짓기에 부적당하고 지저분하다.
「5」행동이나 성격이 사납고 공격적인 면이 있다.
「6」파도나 바람 따위의 기세가 험하고 거세다.
「7」인정이 메마르고 살기에 험악하다.
「8」가루나 알갱이 따위가 굵다.
「9」음식이 맛과 영양이 적고 부드럽지 아니하여 험하다.
「10」말하는 투가 세련되지 못하고 그 내용이 점잖지 못하며 막되다.
「11」글이나 그림이 세련되거나 점잖지 못하고 막되다.
「12」숨소리나 기침 따위가 고르지 않고 세다.
「13」돌 따위가 모가 지고 날카롭다.
「14」육체적인 노동이 많아 힘들다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,거품,명사,고유어,,"「1」액체가 기체를 머금고 부풀어서 생긴, 속이 빈 방울.
「2」입가에 내뿜어진, 속이 빈 침방울.
「3」유리 따위의 투명한 물질을 만들 때에, 공기가 들어가서 속이 비게 된 부분.
「4」현상 따위가 일시적으로 생겨 껍데기만 있고 실질적인 내용이 없는 상태를 비유적으로 이르는 말.",,"「1」액체가 기체를 머금고 부풀어서 생긴, 속이 빈 방울.
「2」입가에 내뿜어진, 속이 빈 침방울.
「3」유리 따위의 투명한 물질을 만들 때에, 공기가 들어가서 속이 비게 된 부분.
「4」현상 따위가 일시적으로 생겨 껍데기만 있고 실질적인 내용이 없는 상태를 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,걱정,명사,고유어,,"「1」안심이 되지 않아 속을 태움.
「2」아랫사람의 잘못을 꾸짖음.",,"「1」안심이 되지 않아 속을 태움.
「2」아랫사람의 잘못을 꾸짖음.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,걱정되다,동사,고유어,,안심이 되지 않아 속이 타다.,,안심이 되지 않아 속이 타다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,걱정스럽다,형용사,고유어,,걱정이 되어 마음이 편하지 않은 데가 있다.,,걱정이 되어 마음이 편하지 않은 데가 있다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,걱정하다,동사,고유어,,안심이 되지 않아 속을 태우다.,,안심이 되지 않아 속을 태우다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,건너,명사,고유어,,"「1」일정한 공간 너머의 맞은편.
「2」공간적으로나 시간적으로 뛰어넘은 장소나 때.",,"「1」일정한 공간 너머의 맞은편.
「2」공간적으로나 시간적으로 뛰어넘은 장소나 때.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,건너가다,동사,고유어,,"「1」무엇을 사이에 두고 이쪽에서 저쪽 맞은편으로 가다.
「2」이쪽에서 저쪽으로 가다.",,"「1」무엇을 사이에 두고 이쪽에서 저쪽 맞은편으로 가다.
「2」이쪽에서 저쪽으로 가다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,건너다,동사,고유어,,"「1」무엇을 사이에 두고 한편에서 맞은편으로 가다.
「2」한쪽에서 다른 쪽으로 옮아가다.
「3」끼니, 당번, 차례 따위를 거르다.",,"「1」무엇을 사이에 두고 한편에서 맞은편으로 가다.
「2」한쪽에서 다른 쪽으로 옮아가다.
「3」끼니, 당번, 차례 따위를 거르다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,건너오다,동사,고유어,,"「1」무엇을 사이에 두고 저쪽 맞은편에서 이쪽으로 오다.
「2」저쪽에서 이쪽으로 옮아오다.",,"「1」무엇을 사이에 두고 저쪽 맞은편에서 이쪽으로 오다.
「2」저쪽에서 이쪽으로 옮아오다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,건드리다,동사,고유어,,"「1」조금 움직일 만큼 손으로 만지거나 무엇으로 대다.
「2」상대를 자극하는 말이나 행동으로 마음을 상하게 하거나 기분을 나쁘게 만들다.
「3」부녀자를 꾀어 육체적인 관계를 맺다.
「4」일에 손을 대다.",,"「1」조금 움직일 만큼 손으로 만지거나 무엇으로 대다.
「2」상대를 자극하는 말이나 행동으로 마음을 상하게 하거나 기분을 나쁘게 만들다.
「3」부녀자를 꾀어 육체적인 관계를 맺다.
「4」일에 손을 대다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,건지다,동사,고유어,,"[1]「1」물속에 들어 있거나 떠 있는 것을 집어내거나 끌어내다.
[1]「2」어려운 형편에 처해 있던 상황에서 벗어나다. 또는 그리되게 하다.
[1]「3」손해 본 것이나 투자한 밑천 따위를 도로 찾다.
[2]굿이나 푸닥거리 따위로 물에 빠진 사람의 원한을 풀어 주다.",,"[1]「1」물속에 들어 있거나 떠 있는 것을 집어내거나 끌어내다.
[1]「2」어려운 형편에 처해 있던 상황에서 벗어나다. 또는 그리되게 하다.
[1]「3」손해 본 것이나 투자한 밑천 따위를 도로 찾다.
[2]굿이나 푸닥거리 따위로 물에 빠진 사람의 원한을 풀어 주다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,걷기,명사,고유어,,걷는 일.,,걷는 일.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,걷다,동사,고유어,,"[1]다리를 움직여 바닥에서 발을 번갈아 떼어 옮기다.
[2]「1」어떤 곳을 다리를 번갈아 움직여 위치를 옮기다.
[2]「2」어떠한 방향으로 나아가다.
[2]「3」전문직에 종사하다.",,"[1]다리를 움직여 바닥에서 발을 번갈아 떼어 옮기다.
[2]「1」어떤 곳을 다리를 번갈아 움직여 위치를 옮기다.
[2]「2」어떠한 방향으로 나아가다.
[2]「3」전문직에 종사하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,걸다,동사,고유어,,"[1]「1」벽이나 못 따위에 어떤 물체를 떨어지지 않도록 매달아 올려놓다.
[1]「2」자물쇠, 문고리를 채우거나 빗장을 지르다.
[1]「3」솥이나 냄비 따위를 이용할 수 있도록 준비하여 놓다.
[1]「4」기계 따위가 작동하도록 준비하여 놓다.
[1]「5」어느 단체에 속한다고 이름을 내세우다.
[1]「6」기계 장치가 작동되도록 하다.
[1]「7」다른 사람이나 문제 따위가 관련이 있음을 주장하다.
[2]「1」돈 따위를 계약이나 내기의 담보로 삼다.
[2]「2」의논이나 토의의 대상으로 삼다.
[2]「3」어떤 상태에 빠지도록 하다.
[2]「4」앞으로의 일에 대한 희망 따위를 품거나 기대하다.
[2]「5」목숨, 명예 따위를 담보로 삼거나 희생할 각오를 하다.
[2]「6」다른 사람을 향해 먼저 어떤 행동을 하다.
[2]「7」전화를 하다.
[2]「8」긴급하게 명령하거나 요청하다.
[2]「9」다리나 발 또는 도구 따위를 이용하여 상대편을 넘어뜨리려는 동작을 하다.",,"[1]「1」벽이나 못 따위에 어떤 물체를 떨어지지 않도록 매달아 올려놓다.
[1]「2」자물쇠, 문고리를 채우거나 빗장을 지르다.
[1]「3」솥이나 냄비 따위를 이용할 수 있도록 준비하여 놓다.
[1]「4」기계 따위가 작동하도록 준비하여 놓다.
[1]「5」어느 단체에 속한다고 이름을 내세우다.
[1]「6」기계 장치가 작동되도록 하다.
[1]「7」다른 사람이나 문제 따위가 관련이 있음을 주장하다.
[2]「1」돈 따위를 계약이나 내기의 담보로 삼다.
[2]「2」의논이나 토의의 대상으로 삼다.
[2]「3」어떤 상태에 빠지도록 하다.
[2]「4」앞으로의 일에 대한 희망 따위를 품거나 기대하다.
[2]「5」목숨, 명예 따위를 담보로 삼거나 희생할 각오를 하다.
[2]「6」다른 사람을 향해 먼저 어떤 행동을 하다.
[2]「7」전화를 하다.
[2]「8」긴급하게 명령하거나 요청하다.
[2]「9」다리나 발 또는 도구 따위를 이용하여 상대편을 넘어뜨리려는 동작을 하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,걸레,명사,고유어,,"「1」더러운 곳을 닦거나 훔쳐 내는 데 쓰는 헝겊.
「2」걸레처럼 너절하고 허름한 물건이나 사람을 비유적으로 이르는 말.",,"「1」더러운 곳을 닦거나 훔쳐 내는 데 쓰는 헝겊.
「2」걸레처럼 너절하고 허름한 물건이나 사람을 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
