word,pos,meaning,definition,target_codes
도로,名詞,どうろ【道路】,人や車が通えるように設けられた道。,47886
독감,名詞,インフルエンザ,大変ひどい流行性感冒（風邪）。,14757
독서,名詞,どくしょ【読書】,本を読むこと。,48896
독서하다,動詞,どくしょする【読書する】,"本を読む。 
",48902
돈,名詞,"かね【金】。おかね【お金】。かへい【貨幣】。きんせん【金銭】
","物の売り買いや、労働の代価としてやり取りする銅銭や紙幣。
",17204
돌,依存名詞,,"誕生日がめぐってくる回数を数える単位。
",48616
돌다,動詞,まわる【回る】。かいてんする【回転する】,"ものが一定の点や線を中心に円を描きながら動く。
",75006
돌려주다,動詞,かえす【返す】。へんきゃくする【返却する】。へんさいする【返済する】,"借りたり奪ったりもらったりした物を持ち主に戻す。
",66267
돌리다,動詞,まわす【回す】。かいてんさせる【回転させる】,"何かを円を描きながら動かす。
",71457
돌아가다,動詞,まわる【回る】。かいてんする【回転する】,ものが一点を中心に円を描きながら動く。,74103
돌아가시다,動詞,なくなられる【亡くなられる】,命を落とすことを表す尊敬語。,92523
돌아오다,動詞,かえる【帰る】。もどる【戻る】,"元の場所に行ったり、再びその状態になったりする。
",66268
돌잔치,名詞,はつたんじょういわい【初誕生祝い】,赤ちゃんの初めての誕生日を祝う宴会。,48330
돕다,動詞,てつだう【手伝う】。たすける【助ける】。てだすけする【手助けする】,"他人の仕事に力を貸したり、役に立つことをしたりする。
",17203
동,名詞,"ひがし【東】。とうほう【東方】
","東西南北の四方位の1つで、日が昇る方角。
",65504
동네,名詞,むら【村】,人が生活する家が集っているところ。,62417
돼지,名詞,"ぶた【豚】
","太っていて、脚と尾が短く、目が小さい、肉を食べるために飼う家畜。
",62269
돼지고기,名詞,ぶたにく【豚肉】,食べ物として食べる豚の肉。,89811
되다,動詞,なる,新たな身分や地位を持つ。,89858
된장,名詞,テンジャン,カンジャンを仕込んだあと、残ったメジュを発酵させて作ったチャン。,48241
두,冠形詞,"に【二】。ふたつ【二つ】
","二つの。
",71458
두껍다,形容詞,あつい【厚い】,平たい物の両方の面の隔たりが大きい。,48277
두다,動詞,"おく【置く】
","ある場所にとどめる。
",67470
두부,名詞,とうふ【豆腐】,大豆を砕いて作った白くて柔らかい食べ物。,45275
두세,冠形詞,にさん【二三】。ふたつみっつ【二つ三つ】	,2か3ぐらいの。二つか三つぐらいの。,71459
두셋,数詞,"にさん【二三】
",二つか三つくらいになる数。,46805
둘,数詞,"に・ふた【二】。ふたつ【二つ】
","一に一を加えた数。
",34869
둘째,冠形詞/名詞/数詞,"ふたつめ【二つ目】。ふたりめ【二人目】 | にばんめ【二番目】。だいにばん【第二番】。ふたつめ【二つ目】
 | ふたつめの【二つ目の】。ふたりめの【二人目の】 。にばんめの【二番目の】	","最初から数えて2番目、または二人目になること。 | 順番の2番目。
 | 2番目、または二人目になるさま。 
","90911,58108,58109"
뒤,名詞,うしろ【後ろ】。こうほう【後方】,向かっている方向の反対側。,67477
뒤쪽,名詞,うしろ【後ろ】。こうほう【後方】,向かっている方向の反対側。,66947
드디어,副詞,とうとう。ついに。けっきょく【結局】。いよいよ,待っていた物事がしまいに。結局は。,15026
드라마,名詞,"ドラマ
","劇場で公演されたり、テレビなどで放送される劇。
",61389
드리다,動詞/補助動詞,さしあげる【差し上げる】 | あげる。さしあげる。お/ご-する,「与える」の謙譲語。何かを誰かに渡して持たせたり使わせたりする。 | 前の言葉が表す行動が他人の行動に影響することを表す謙譲語。,"61168,59252"
듣다,動詞,きく【聞く・聴く】,"耳で音を感じ取る。 | 涙や雨水などの液体がぼろぼろと落ちる。
","74104,50557"
들다,動詞,"はいる・いる【入る】
 | きれる【切れる】 | もつ【持つ】。とる【取る】","外から中へ行くか来る。
 | 刃が鋭くて切れ味がいい。
 | 手に持つ。","71686,49856,57293"
들르다,動詞,よる【寄る】。たちよる【立ち寄る】,"ある所へ向かう途中で、他の所を訪れる。
",67876
들리다,動詞,きこえる【聞こえる】,"音が耳に入る。
",70783
들어가다,動詞,はいる【入る】,"外から中に移動する。
",67877
등,名詞,"せ【背】。せなか【背中】
","人間や動物の身体で、胸と腹の反対側の部分。
",62455
등산,名詞,とざん【登山】。やまのぼり【山登り】,"運動や遊びなどの目的で山に登ること。
",40293
등산하다,動詞,とざんする【登山する】。やまのぼりする【山登りする】,"運動や遊びなどの目的で山に登る。
",48802
디자인,名詞,デザイン,衣装・工業製品・建築など、実用的な目的を持った作品の設計や図案。,54448
디자인하다,動詞,デザインする,"衣装・工業製品・建築など、実用的な目的を持った作品を設計したり図案を描いたりする。 
",54449
따듯하다,形容詞,あたたかい【暖かい】,"暑すぎず、程よい気温である。
",49657
따뜻하다,形容詞,あたたかい【暖かい】,"暑すぎず、程よい気温である。
",57297
따로,副詞,べつに【別に】。べっとに【別途に】	,"他の物事と一緒であったり混ざったりしないように。
",49672
딸,名詞,むすめ【娘】,親から生まれた子どもの中で女児。女の子。,30210
딸기,名詞,いちご【苺】,幹が地上へ伸び、種が表にある、赤い実を結ぶ多年草。また、その実。,70787
땀,名詞,"あせ【汗】
","暑い時や体調を崩したり緊張したりした時に皮膚から分泌されるややしょっぱい液体。
",50523
땅,名詞,"ち【地】。とち【土地】。じめん【地面】。だいち【大地】
","地球で水から成っている部分ではなく、土や石から成っている部分。
",30206
때,名詞,"とき【時】。じこく【時刻】
","時間のある瞬間や部分。
",74123
때문,依存名詞,ため【為】。せい【所為】,"物事の原因や理由。
",64555
떠나다,動詞,さる【去る】。いく【行く】,"現在いるところから他のところに移って行く。
",53746
떠들다,動詞,さわぐ【騒ぐ】,"大声でうるさく言う。
",64655
떡,名詞,トク。もち【餅】,インジョルミ（黄な粉トク）やソンピョンなど、穀物の粉を蒸したり、ゆでたりしたものをこねて作った食べ物。,20199
떨어지다,動詞,おちる【落ちる】,"上から下へ移動する。
",89796
또,副詞,また。ふたたび【再び】。もういちど【もう一度】。あらためて【改めて】	,"ある出来事や行動がもう一度。
",51887
또는,副詞,それとも。または。あるいは	,"それでなければ。
",52121
똑같다,形容詞,おなじだ【同じだ】。ひとしい【等しい】,"物事の模様、分量、性質などに差異がない。
",70801
똑같이,副詞,おなじに【同じに】。ひとしく【等しく】,"物事の模様、分量、性質などに差異がなく。
",52143
똑똑하다,形容詞,はっきりする。めいりょうだ【明瞭だ】,"分明で確実だ。
",15186
똑바로,副詞,まっすぐに【真っ直ぐに】。いっちょくせんに【一直線に】,"どちらにも偏ることなく垂直に。
",70810
뚱뚱하다,形容詞,でぶでぶだ。ふとっている【太っている】	,"太っていて体形がぽっちゃりしている。
",15191
뛰다,動詞,"はしる【走る】。かける【駆ける】
","足を素早く動かして前へ進む。
",74124
뛰어가다,動詞,はしっていく【走って行く】。かける【駆ける】。かけよる【駆け寄る】。かけつける【駆付ける】。とんでいく【飛んで行く】,"どこかに速く走って行く。
",14439
뜨겁다,形容詞,あつい【熱い】,ものの温度が高い。,66027
뜨다,動詞,"あける【開ける】
","閉じていた目を開く。
",62313
뜻,名詞,"いし【意思】。かんがえ【考え】。いけん【意見】。こころざし【志】
","心の中にある考えや意見。
",43785
라디오,名詞,ラジオ,放送局で、音声を電波で発信し、受信装置を持った人々が聞くようにすること。また、その放送。,66029
라면,名詞,インスタントラーメン。そくせきラーメン【即席ラーメン】,油で揚げた麺塊と粉末スープが入っていて熱湯に入れて煮るだけで簡単に食べられる料理。,62270
레몬,名詞,レモン,酸味が強く、匂いがすっぱい、楕円形の黄色い実。,52276
레스토랑,名詞,レストラン,西洋の料理を売る食堂。,52573
로비,名詞,"ロビー
","ホテルや劇場などで、応接室や通路を兼ねた広い空間。
",52520
로션,名詞,ローション　,肌をしっとりと柔らかくするために塗る、濃い液状の基礎化粧品。,52519
린스,名詞,リンス,シャンプーで洗髪したあと、すすぐ時に髪を柔らかくし、つやを与えるために使う洗剤。また、その溶液で髪をすすぐこと。,50157
링거,名詞,リンゲル,生理的な機能を維持できるように、体液の代わりに体内に注入する液体。,50182
마당,名詞,"にわ【庭】
","家についている、平らに開けている土地。
",15687
마르다,動詞,かわく【乾く】,"水気が蒸発してすっかりなくなる。
",64677
마리,依存名詞,ひき【匹】。とう【頭】。わ【羽】。お【尾】	,"獣・魚・虫などを数える単位。
",51771
막걸리,名詞,マッコリ,ねっとりと後味が残る、米を主原料とする韓国の白い伝統酒。,15754
막히다,動詞,ふさがる【塞がる】。さえぎられる【遮られる】。つまる【詰まる】,"道、通路、穴などが通じなくなる。
",29777
만,冠形詞/数詞,"まん【万】。いちまん【一万】
 | まん【万】。いちまん【一万】
","一千の10倍になる数。
 | 一千の10倍になる数の。
","64558,64646"
만나다,動詞,おちあう【落ち合う】,線や道、川などが互いに接し合っている、またはつながっている。,66591
만들다,動詞,つくる【作る】。したてる【仕立てる】。こしらえる【拵える】。せいぞうする【製造する】。せいさくする【製作する】,"力や技術を使って、存在しなかったものを生じさせる。
",60317
많다,形容詞,おおい【多い】。たくさんだ【沢山だ】。かずおおい【数多い】。ゆたかだ【豊かだ】,"数や量、程度などが一定の基準を超える。
",69295
많이,副詞,おおく【多く】。たくさん【沢山】。かずおおく【数多く】。ゆたかに【豊かに】,"数や量、程度などが一定の基準を超えて。
",66030
말,依存名詞/名詞,"ことば【言葉】 | うま【馬】
 | こま【駒】 | まつ・すえ【末】	","考えや感情を表現して伝える人の音声。 | 体は主に褐色、黒色、白色で、顔・首・脚が長く、首には鬣があり、尾が長い動物。
 | 将棋・チェスなどで、規則に従って盤上に並べて動かし、位置を表示する時に使う小さいもの。 | ある期間の終わり。
","27260,53068,53069,53070"
말다,動詞/補助動詞,かける。まい | ない	,"ある事や行動をしなかったりやめたりする。
 | 前の言葉の表す行動をしないようにするという意を表す「補助動詞」。","69296,72580"
맑다,形容詞,"きよい【清い】
","汚れているものが混ざっていず、きれいである。
",66031
맑아지다,動詞,すむ【澄む】,"濁りがなくなって、きれいな状態になる。
",90818
맛,名詞,あじ【味】,"食べ物などが舌に触れた時に感じられる感覚。
",66228
맛없다,形容詞,まずい。おいしくない,"飲食物の味が良くない。
",29721
맛있다,形容詞,おいしい【美味しい】。うまい【旨い・美味い】,"味が良い。
",70811
망고,名詞,マンゴー,楕円形に果肉は黄色くて柔らかく、甘みのある熱帯果物。,51611
맞다,動詞,あう【合う】,問題に対する答が間違っていない。,66231
맞추다,動詞,あわせる【合わせる】。くみあわせる【組み合わせる】,"ばらばらになっている部分を適合な位置に置く。
",74127
매년,副詞/名詞,まいとし・まいねん【毎年】 | まいとし・まいねん【毎年】。としごと【年毎】	,"としごと。 | 年ごとに。
","51746,51749"
매다,動詞,むすぶ【結ぶ】,"離れたり解けたりしないように、紐や縄の両端を組んでつなぐ。
",26487
매달,副詞/名詞,"まいつき・まいげつ【毎月】
 | まいつき・まいげつ【毎月】。つきごと【月毎】
",ひとつきひとつき。 | それぞれの月ごとに。,"91115,15926"
맥주,名詞,ビール,主に発酵させた麦に、水や苦味、炭酸を加えて作った、泡の立つ酒。,30216
맥주병,名詞,"ビールびん【ビール瓶】
","ビールが入った瓶。
",55237
맵다,形容詞,からい【辛い】	,"唐辛子や辛子のように刺激的な味で舌がひりひりする。
",74131
머리,名詞,あたま【頭】。とうぶ【頭部】,人間や動物の体で、顔と髪の毛が生えている部分を全て含めた、首の上の部分。,66234
머리빗,名詞,くし【櫛】,髪の毛を梳く時に使う道具。,55384
머리카락,名詞,かみのけ【髪の毛】,髪の毛の１本１本。,55381
머리핀,名詞,ヘアピン,髪の毛を留めるピン。,55378
먹다,動詞,たべる【食べる】。くう【食う・喰う】。くらう【食らう】,食べ物を口の中に入れて飲み込む。,58272
먼저,副詞/名詞,"さきに【先に】。さきほど【先ほど】 | さきに【先に】。まず。あらかじめ【予め】。まえもって【前もって】
","時間や順序で前の時。 | 時間や順序で、先立って。
","54839,54840"
멀다,形容詞,とおい【遠い】,"空間的に，隔たりが大きい。 
",26833
멀리,副詞/名詞,とおく【遠く】 | とおく【遠く】	,"遠い所。 | 時間的・空間的にかなり離れていて。
","93620,54965"
멀리하다,動詞,とおざける【遠ざける】,"距離を遠くに離れさせる。
",54968
멈추다,動詞,やむ【止む】。とまる【止まる・停まる】,"動作や状態が続かない。
",46133
멋,名詞,しゃれ【洒落】,顔立ちや行動、装いなどの飾りが洒落ていて、見た目のよい格好。,54982
멋있다,形容詞,すてきだ【素敵だ】。かっこいい【格好いい】。りっぱだ【立派だ】	,"とても良くてすばらしい。
",15989
메뉴,名詞,"メニュー。こんだてひょう【献立表】
","飲食店で売る料理の品目と価格を示した表。
",57299
메다,動詞,かつぐ【担ぐ】。になう【担う】。せおう【背負う】,"ものを肩や背中などに載せる。
",62085
메모,名詞,メモ,忘れないように、または他の人に伝えるために、ある内容を簡単に書き留めること。また、書き留めたもの。,55525
메모하다,動詞,メモする。かきとめる【書き留める】,"忘れないように、または他の人に伝えるために、ある内容を簡単に書き記しておく。
",55808
메시지,名詞,"メッセージ。でんごん【伝言】
","ある事実を報告・主張・警告するために特別に伝える言葉。
",55534
메일,名詞,"メール
",インターネットや通信網を利用してやり取りするメール。,16107
멜론,名詞,メロン,丸くて、普通緑色であり、果皮に網目がある、香ばしくて甘みのある果物。,55432
며칠,名詞,"なんにち【何日】。いくにち【幾日】
","その月の何日目。
",36676
면바지,名詞,コットンパンツ。めんズボン【綿ズボン】,綿から紡いだ糸で織った布で作られたズボン。,55739
명,依存名詞/名詞,いのち【命】 | めい【名】。にん【人】	,"人や動物が呼吸しながら生きている状態。また、その力。 | 人数を 数える単位。
","55101,70812"
몇,冠形詞/数詞,すうにん【数人】。すうこ【数個】 | いく【幾】。いくつ【幾つ】。いくつかの【幾つかの】	,"多くない漠然たる数。 | あまり多くない、少しばかりの漠然とした数量の。
","66235,66236"
모기,名詞,か【蚊】,人や家畜などの血を吸う、飛び回る小さな昆虫。,55757
모기약,名詞,かよけざい【蚊除け剤】,蚊を追い払ったり、駆除する時に使う殺虫剤。,55758
모두,副詞/名詞,みな・みんな【皆】 | みんな。みな【皆】。すべて	,"残ったり、抜けたりすることのない全体。 | 欠如なしに全部。
","64739,28135"
모든,冠形詞,すべての。あらゆる。ぜん【全】	,"欠落したり余ったりせず、全部であるさま。
",70813
모레,副詞/名詞,"あさって【明後日】
 | あさって【明後日】","明日の次の日。 | 明日の次の日に。
","16134,16136"
모르다,動詞,"しらない【知らない】。わからない【分からない】
","人・物・事実などを知らない、または分からない。
",29712
목,名詞,"くび【首】
","人間や動物の頭と胴体をつなぐくびれた部分。
",89861
목 운동,,ネックストレッチ。ネックロール。くびのストレッチ【首のストレッチ】。くびのきんトレ【首の筋トレ】	,"首を大きく回したり首を前後に曲げたりする簡単な体操。
",64467
목감기,名詞,のどかぜ【喉風邪】,喉が腫れてちくちく痛い症状の風邪。,55834
목걸이,名詞,くびかざり【首飾り】。ネックレス　,宝石などをつないで、首にかける装飾品。,16150
목도리,名詞,えりまき【襟巻き】。くびまき【首巻き】。マフラー　,防寒のために首に巻くもの。,55854
목소리,名詞,"こえ【声】
","人間の喉から発せられる音。
",69464
목요일,名詞,もくようび【木曜日】,月曜日を基準にした一週の第4日。,55874
목욕,名詞,もくよく【沐浴】,全身を水で洗うこと。,28643
목욕탕,名詞,ふろ【風呂】。せんとう【銭湯】,水（湯）で全身を洗えるように整えておいた施設や部屋。,55877
목욕하다,動詞,ふろにはいる【風呂に入る】。にゅうよくする【入浴する】,"全身を水で洗う。 
",55878
목적,名詞,もくてき【目的】,実現しようとする事柄または進もうとする方向。,69465
목적하다,動詞,めざす【目指す】。もくてきとする【目的とする】,"何かを実現しようとしたり、進もうとする方向にしたりする。 
",91165
몸,名詞,"からだ【体・身体】。しんたい【身体】
","人間や動物の姿を成す、頭から足までの全体。また、それの状態。
",74138
몸살,名詞,,"体がひどく疲れている時にかかる、全身が痛み、元気がなく、熱が出る病気。
",54741
몸살감기,名詞,,疲労がたまることにより引く風邪。,54742
못,副詞,,動詞が表す動作が不可能であるさま。,17254
못생기다,動詞,ぶさいくだ【不細工だ】。みにくい【醜い】。ぶきりょうだ【不器量だ】,"容貌が普通よりよくない。

",15309
못하다,動詞/形容詞/補助動詞/補助形容詞,できない【出来ない】 | おとる【劣る】。およばない【及ばない】	 | そこなう【損なう】。そこねる【損ねる】	 | くない。ではない,"あることを一定の水準に至らせなかったり、そのことをする能力がなかったりする。
 | 他に比べて程度や水準がある程度に及ばない。
 | 前の言葉の表す行動が実現できない、またはそれをする能力がないという意を表す「補助動詞」。
 | 前の言葉の表す状態には及ばないという意を表す「補助形容詞」。","91168,29719,26838,26841"
무,名詞,"だいこん【大根】
","色が白く、長い根に羽状の葉があって、キムチなどをつける野菜。
",54831
무거워지다,動詞,おもくなる【重くなる】,"重い状態になる。
",54869
무겁다,形容詞,おもい【重い】,"目方が多い。
",58159
무게,名詞,"おもさ【重さ】。めかた【目方】。じゅうりょう【重量】
","物の重さの度合い。
",54870
무궁화,名詞,むくげのはな【むくげの花】。きんか【槿花】,"夏から秋にかけて、白色、紫色、紅色などの花弁が鐘状に広く開く花。
",15318
문,名詞,"と【戸・門】。とびら【扉】。もん・かど【門】。ドア
","人が出入りしたり、物を収めたりするために、開閉できるようにした建具。
",43832
문구,名詞,ぶんぐ【文具】。ぶんぼうぐ【文房具】,ノート・鉛筆など、勉強や事務に必要な道具。,91190
문밖,名詞,もんがい【門外】,門の外。,15705
문어,名詞,たこ【蛸】,赤い褐色の丸い胴に吸盤がある、8本の腕を持つ軟体動物。,57091
문어발,名詞,"たこあし【蛸足】
","タコの足。
",57093
묻다,動詞,とう【問う】。きく【聞く・訊く】。たずねる【尋ねる】,"答えや説明を求めて言う。
",69471
물,名詞,"みず【水】。のみみず【飲み水】
","川・湖・海・地下水などにあり、純粋なものは色・匂い・味がなく、透明な液体。
",17596
물건,名詞,"もの【物】。ぶったい【物体】。ぶっぴん【物品】
","一定の形を持つ物質。
",66247
물고기,名詞,"さかな・うお【魚】
","水に住む、えら・ひれ・うろこを持つ脊椎動物。
",56181
물놀이,名詞,みずあそび【水遊び】,水に入って遊ぶこと。,56192
물론,副詞/名詞,もちろん【勿論】 | もちろん【勿論】。むろん【無論】	,"わざわざ言う必要がないこと。 | あえて言う必要もなく。
","89812,62600"
물병,名詞,みずさし【水差し】,水を入れておく瓶。,56311
물비누,名詞,みずせっけん【水石鹸】,液状の石鹸。,56317
뭐,代名詞/感嘆詞,なん・なに【何】 | なに【何】。ええっ。はあ,知らない事実・事物を指す語。 | 驚いた時に出す声。,"84991,27525"
뭔,冠形詞,なんの【何の】。どういう,はっきりしていないか、よく分からないことや対象、物などを尋ねる時に使う言葉。,601897
미끄러지다,動詞,"すべる【滑る】。スリップする
","つるつるの場所で一方向へ押されたり、転倒する。
",15748
미끄럼,名詞,すべり【滑り】,すべること。また、そのような遊び。,57744
미끄럼틀,名詞,すべりだい【滑り台】,滑り降りて遊ぶことができる、斜めに作られた機具。,57743
미래,名詞,"みらい【未来】。しょうらい【将来】
","これから来る時。
",61518
미리,副詞,あらかじめ【予め】。まえもって【前もって】,"何かが始まる前に。
",56292
믿다,動詞,"しんじる【信じる】。しんじこむ【信じ込む】
","何かを正しいとか事実だと思い込む。
",69478
밀가루,名詞,こむぎこ【小麦粉】,小麦をひいて粉にしたもの。,57411
밀다,動詞,"おす【押す】
","何かを動かすため、望む方向の反対側から力を加える。
",74177
밑,名詞,"した・もと【下】。もと【許】。かぶ【下部】
","物の下の部分。
",66592
바깥,名詞,"そと【外】。そとがわ【外側】
","外になる場所。
",56330
바깥쪽,名詞,そとがわ・がいそく【外側】。おもてがわ【表側】,外へ向かう方。,56361
바꾸다,動詞,かえる【変える・替える・換える・代える】。きりかえる【切り替える・切り換える】,元々あったものを無くして、他のものにかえる。,17198
바뀌다,動詞,かわる【替わる・代わる】。いれかわる【入れ替わる・入れ代わる】,"元のものが他のもので代替される。
",61179
바나나,名詞,バナナ,長くて曲がっている形で、果皮が黄色くてよく剥け、白い果肉が甘くて柔らかい熱帯果物。,31451
바다,名詞,"うみ【海】。かいよう【海洋】
","地球で陸地の以外の部分で、塩水が満ちているところ。
",26497
바다낚시,名詞,うみづり【海釣り】,海で魚を釣ること。,56404
바닥,名詞,"へいめん【平面】。そこ【底】。ゆか【床】
","ある空間で、下が平らで広い部分。
",62696
바닷가,名詞,かいがん【海岸】。はまべ【浜辺】,海と陸地が接している所やその辺り。,56428
바라다,動詞,ねがう【願う】。のぞむ【望む】,"考えや希望がかなうことを期待する。
",58156
바라보다,動詞,ながめる【眺める】。みつめる【見詰める】。のぞむ【望む】,"正面から見る。
",64743
바람,名詞,かぜ【風】,気圧の変化、または人や機械によって起こる空気の動き。,85627
박물관,名詞,はくぶつかん【博物館】,遺物や芸術品を収集・保管・展示して、一般に公開し、研究できるようにした場所。,36677
박수,名詞,はくしゅ【拍手】,歓迎やお祝いなどの意を表したり、拍子をとるために手を打ち合わせること。,57325
박수하다,動詞,はくしゅする【拍手する】,歓迎やお祝いなどの意を表したり、拍子をとるために手を打ち合わせる。,57328
밖,名詞,"そと【外】。そとがわ・がいそく【外側】。がいぶ【外部】
","線や境界を越えた側。
",17878
반,名詞,"はん【半】。はんぶん【半分】
 | はん【班】
","平等に2つ分けたもののうちの1つ。
 | 一定の目的の組織にいる人の集団。
","57623,57301"
반갑다,形容詞,なつかしい【懐かしい】。うれしい【嬉しい】,"会いたかった人に会ったり、願っていたことが叶ったりして楽しい。
",70861
반년,名詞,はんとし・はんねん【半年】,1年の半分。,56765
반달,名詞,はんつき・はんげつ【半月】,1ヵ月の半分。,56769
반대,名詞,はんたい【反対】,"物事の模様、位置、方向、属性などが逆の関係にあること。
",69484
반대되다,動詞,はんたいになる【反対になる】,"物事の模様、位置、方向、属性などが逆の関係にある。
",90169
반대하다,動詞,はんたいする【反対する】,"ある行動や意見などに従わずに逆らう。
",64745
반드시,副詞,かならず【必ず】。かならずしも【必ずしも】。きっと,間違いなく確かに。,56794
받다,動詞,"うける【受ける】。うけとる【受け取る】。もらう【貰う】
","人が与えたり、送ったりしたものをもらう。
",66636
받아쓰기,名詞,かきとり【書き取り】,読み上げられた語句・文章を聞いて、正しく書き写すこと。,56548
받아쓰다,動詞,かきとる【書き取る】,"人の言うことや読む文章をそのまま書き記す。
",56546
발,名詞,"あし【足】
","人間や動物の脚の末端部分。
",67886
발가락,名詞,あしゆび【足指】,足の先の5本に分かれている部分。,56554
밝다,動詞/形容詞,あからむ【明らむ】。あかるむ【明るむ】 | あかるい【明るい】	,"闇が消えて明るくなる。
 | ある物体から発する光が明るい。
","64746,62105"
밝은색,名詞,あかるいいろ【明るい色】,明るくて鮮やかな色。,57996
밤,名詞,よる【夜】,日が暮れた後から翌日日が昇る前までの暗い間。,74178
밥,名詞,"はん【飯】。めし【飯】
","米や他の穀物を水とともに沸かし、水分が無くなるまで煮た料理。
",62683
방,名詞,へや【部屋】,人が生活したり仕事をしたりするため、壁で囲んで作った空間。,29724
방금,副詞/名詞,"いま【今】。ただいま【只今】。さっき
 | いま【今】。たったいま【たった今】。ただいま【ただ今】。いましかた【今し方】。ついさっき	","話している時点より、ほんの少し前。
 | 発話時より少し前に。
","92065,57833"
방문,名詞,ほうもん【訪問】,人に会ったり、何かを見るためにその場所を訪ねること。,57784
방문하다,動詞,ほうもんする【訪問する】,"人に会ったり、何かを見たりするためにその場所を訪ねる。 
",61516
방법,名詞,ほうほう【方法】,物事を解決するための手段や方式。,65531
방송국,名詞,ほうそうきょく【放送局】,施設を整えて、ラジオやテレビジョンを通じて放送を送信する機関。,63693
배,依存名詞/名詞,はら【腹】。ふくぶ【腹部】 | ふね【船】 | なし【梨】 | はい【杯】	,"人間や動物の体で、胸の下から脚の上までの部分。 | 人や荷物をのせて水上を行き来する交通機関。

 | 皮は黄色くて果実は白く、水分が多くて甘みのある、秋に収穫する丸い果物。 | 酒類や飲料の入った杯を数える単位。 
","20211,29729,31454,58079"
배달,名詞,はいたつ【配達】。でまえ【出前】,郵便物や商品、食べ物を届けること。,58797
배달되다,動詞,はいたつされる【配達される】。でまえされる【出前される】,"郵便物や商品、食べ物が届けられる。
",58798
배달원,名詞,はいたついん【配達員】,"品物や料理などを届けることを職業とする人。
",58800
배달하다,動詞,はいたつする【配達する】。でまえする【出前する】,"郵便物や商品、食べ物を届ける。
",58801
배드민턴,名詞,バドミントン,ネットを挟み、相手とラケットでシャトルコック（羽球）を打ち合うスポーツ競技。,58809
백,冠形詞/名詞/数詞,バッグ | ひゃく【百】 | ひゃく【百】,物を入れて持ち歩くかばんや袋。　 | 10の10倍になる数。 | 10の10倍になる数の。,"93403,36019,36018"
백만,冠形詞/数詞,ひゃくまん【百万】	 | ひゃくまんの【百万の】	,"一万の100倍になる数。
 | 一万の百倍になる数の。
","58719,58721"
밴드,名詞,バンド,皮・布・ゴムなどで細くて長く作った帯。,91295
뱀,名詞,へび【蛇】,"細長い円筒形の体に四肢がなく、全身がうろこでおおわれている爬虫類の動物。
",58639
버거,名詞,バーガー,丸いパンの間に肉と野菜とチーズなどを挟んだ食べ物。,600795
버릇,名詞,くせ【癖】,"長い間繰り返して習慣になった性質や行動。
",58306
버리다,動詞,すてる【捨てる・棄てる】,"不用のものを投げ出したり流したりする。
",65570
버스,名詞,バス,料金をもらって決まった道を通って、たくさんの人を乗せる大きい自動車。,36678
버스 정류장,,バスてい【バス停】。バスていりょうじょ【バス停留所】。バスストップ	,"バスが客の乗り降りのためにとまる一定の場所。
",58488
버스 카드,,バスカード。バスこうつうカード【バス交通カード】	,"バスの運賃を払うときに使われるカード。
",58491
번,依存名詞,ばん【番】	,"物事の順番を表す語。
",26846
번째,依存名詞,どめ【度目】。ばんめ【番目】	,"順番や回数を表す語。
",59074
번호,名詞,ばんごう【番号】,順番を表すか、異なるものと区別するためにつける数字。,31457
벌,名詞,そろい【揃い】。セット | はち【蜂】,衣服や器などが2つ以上合わさってそろった組。 | 花で蜜と花粉を集めて貯蔵し、体の後部先端に毒針を持つ昆虫。,"59086,14447"
벌다,動詞,かせぐ【稼ぐ】。もうける【儲ける】,"仕事をして金を得たりためたりする。
",59096
벌써,副詞,もう。もはや。いつのまにか【いつの間にか】,思ったより早く。,58977
벗다,動詞,ぬぐ【脱ぐ】。はずす【外す】,"身につけていた物や服などを取り去る。
",58494
벙어리장갑,名詞,ミトン。ふたまたてぶくろ【二股手袋】,親指だけが離れて、他の指は一緒になっている手袋。,58516
벽,名詞,"かべ【壁】
","家や部屋の周りをしっかり塞いでいる部分。
",28231
변하다,動詞,かわる【変わる】,他の物事になったり違った性質になったりする。,58881
별,名詞,"ほし【星】
","夜空に輝く月ではない天体。
",58366
별로,副詞,べつに【別に】。さほど。とくべつに【特別に】	,"特別に。または、そのくらい異なって。
",58301
병,名詞,"びょうき【病気】。しっぺい【疾病】
 | びん【瓶】。ボトル。とくり
","生物体の体に異常が生じて、生物体が正常な活動をできず、苦痛を感じる現象。
 | 主に液体や粉を入れるのに用いる、首が長くて細い器。
","62694,62777"
병문안,名詞,びょうきみまい【病気見舞い】。みまい【見舞い】,病気の人をたずねて、慰めること。,58821
병원,名詞,びょういん【病院】,設備を備えて医者と看護士が病人を治療する機関。,62271
보기,名詞,みほん【見本】。サンプル。れい【例】,何かを説明したり証明するために代表として示すもの。,58787
보내다,動詞,おくる【送る】。しおくる【仕送る】。おくりだす【送り出す】。やる【遣る】,"人や物などを他のところに移動させる。
",66375
보다,副詞/動詞/補助動詞,みる【見る】。ながめる【眺める】 | みる | より	,"目で対象の存在や外見を知る。 | 前の言葉の表す行動を試すという意を表す「補助動詞」。 | 他の物と比べて一層。
","61190,62171,26847"
보라색,名詞,むらさきいろ【紫色】。むらさき【紫】,赤と青の中間の色。,14505
